Datetime,Main_Tag,hashtags,Tweet_id,post_urls,link
2013-03-28 10:34:32+00:00,QRcode,"QR,qrcode",317223172061683712,https://twitter.com/MasQueLearning/status/317223172061683712,http://ow.ly/juAfA
2013-03-28 10:25:54+00:00,QRcode,"QRcode,ShareSquare",317220997507973120,https://twitter.com/ShrSqr_DiscoBot/status/317220997507973120,http://shsq.re/5VZE
2013-03-28 09:16:23+00:00,QRcode,"qrcode,codigosqr",317203503934210048,https://twitter.com/QRTuning/status/317203503934210048,http://bit.ly/15Y3xPF
2013-03-28 08:57:53+00:00,QRcode,"QRcode,QR",317198847598284800,https://twitter.com/DanSmigrod/status/317198847598284800,http://paper.li/uSCANme
2013-03-28 08:29:06+00:00,QRcode,"scan,tag,qrcode",317191603624243200,https://twitter.com/samuelboury/status/317191603624243200,http://lnkd.in/DAaAvP
2013-03-28 08:22:38+00:00,QRcode,qrcode,317189978188832768,https://twitter.com/TheQRplace/status/317189978188832768,http://PR.com
2013-03-28 08:22:38+00:00,QRcode,qrcode,317189978188832768,https://twitter.com/TheQRplace/status/317189978188832768,http://bit.ly/XhM31g
2013-03-28 07:43:52+00:00,QRcode,"qrcode,codigosqr",317180221038153728,https://twitter.com/QRTuning/status/317180221038153728,http://PR.com
2013-03-28 07:43:52+00:00,QRcode,"qrcode,codigosqr",317180221038153728,https://twitter.com/QRTuning/status/317180221038153728,http://bit.ly/XhM31g
2013-03-28 06:39:12+00:00,QRcode,"besttxt,wechat,qrcode,friends,shake,lookaround",317163949705543680,https://twitter.com/TheQRplace/status/317163949705543680,http://instagram.com/p/XZCOsGNqPC/
2013-03-28 06:39:12+00:00,QRcode,QRCode,317163948623421440,https://twitter.com/TheQRplace/status/317163948623421440,http://qrwild.com
2013-03-28 06:39:12+00:00,QRcode,"QRCode,marketing,business",317163947042144257,https://twitter.com/TheQRplace/status/317163947042144257,http://ow.ly/1U7KMc
2013-03-28 06:25:14+00:00,QRcode,QRCode,317160434639699968,https://twitter.com/qrpower/status/317160434639699968,http://qrwild.com
2013-03-28 06:25:14+00:00,QRcode,QRCode,317160434639699968,https://twitter.com/qrpower/status/317160434639699968,http://bit.ly/YGr2iK
2013-03-28 06:25:14+00:00,QRcode,"QRCode,marketing,business",317160433431756800,https://twitter.com/qrpower/status/317160433431756800,http://ow.ly/1U7KMc
2013-03-28 06:25:14+00:00,QRcode,"QRCode,marketing,business",317160433431756800,https://twitter.com/qrpower/status/317160433431756800,http://bit.ly/15Xz3gE
2013-03-28 06:20:45+00:00,QRcode,QRCode,317159305302401025,https://twitter.com/QRWild/status/317159305302401025,http://qrwild.com
