Datetime,Main_Tag,hashtags,Tweet_id,post_urls,link
2019-07-18 15:00:01+00:00,FreeDownload,"EBooks,BookGiveaway,LitChat,FreeBook,FreeDownload,Kindle,Nook,fantasy,fiction",1151869236916215814,https://twitter.com/MichaelCSahd/status/1151869236916215814,https://mybookcave.com/g/70ac8534/
2019-07-18 14:10:38+00:00,FreeDownload,"trance,Progressive,tranceaddict,TranceFamily,tranceclassic,nowplaying,playing,dance,music,playlist,mix,state,vocaltrance,download,freedownload",1151856807628984325,https://twitter.com/RonwithLeeds/status/1151856807628984325,https://hypeddit.com/track/mdbdt5
2019-07-18 14:10:04+00:00,FreeDownload,"eBook,freeDownload,CustomerJourney,B2B,Marketing,SalesFunnel",1151856666427756545,https://twitter.com/MeltwaterDACH/status/1151856666427756545,https://now.mw/2LrdJ3c
2019-07-18 14:00:02+00:00,FreeDownload,"Game,Assassins,Creed,black,flag,whell,fish,deep,water,Iphone,Android,Mobile,Wallpaper,FreeDownload",1151854142593425408,https://twitter.com/KhuntRenish/status/1151854142593425408,https://themobilewallpaper.com/assassins-creed-iv-black-flag-whell-fish-deep-water-mobile-wallpaper
2019-07-18 14:00:02+00:00,FreeDownload,"Actress,Blake,lively,glamorous,looking,awesome,Cool,Iphone,Android,Mobile,Wallpaper,FreeDownload",1151854141628698625,https://twitter.com/KhuntRenish/status/1151854141628698625,https://thehighdefinitionwallpapers.com/blake-lively-glamorous-looking-awesome-cool-hd-background-wallpaper
2019-07-18 13:42:13+00:00,FreeDownload,"Download_for_Free,parentingtips,parenting,BackToSchool2019,backtoschoolready,BackToSchool,ParentCoach,SuperMomHelps,FreeDownload",1151849658215489542,https://twitter.com/naconda_n_frank/status/1151849658215489542,https://buff.ly/30Eeqtg
2019-07-18 13:30:10+00:00,FreeDownload,"ebook,ebooks,FreeDownload",1151846624269934593,https://twitter.com/silk_knot_llc/status/1151846624269934593,https://buff.ly/30sKdOx
2019-07-18 13:12:08+00:00,FreeDownload,"freefont,freedownload,freebies,freefonts",1151842086464958464,https://twitter.com/heathergreen/status/1151842086464958464,https://fontbundles.net/free-font-of-the-week/rel=sLfxJv
2019-07-18 13:11:29+00:00,FreeDownload,"freedownload,freegraphics,freebies",1151841922023133190,https://twitter.com/heathergreen/status/1151841922023133190,https://thehungryjpeg.com/freebie/3523689-free-tutti-frutti-watercolor-set
2019-07-18 13:05:03+00:00,FreeDownload,"DOWNLOAD,LiveWealthy,EP2LW,ModernWealth,fiduciary,cfp,feeonly,free,FreeDownload,wealth,wealthy,honest,transparency,financialplanning,investment,investor",1151840304070369280,https://twitter.com/AlanMRhode/status/1151840304070369280,http://app.precisefp.com/w/dpizcx
2019-07-18 13:03:42+00:00,FreeDownload,"DOWNLOAD,LiveWealthy,EP2LW,ModernWealth,fiduciary,cfp,feeonly,free,FreeDownload,wealth,wealthy,honest,transparency,financialplanning,investment,investor",1151839965854261249,https://twitter.com/modernwealthllc/status/1151839965854261249,https://app.precisefp.com/w/dpizcx
2019-07-18 12:53:20+00:00,FreeDownload,"freedownload,papercrafts,Stickers",1151837355629846528,https://twitter.com/merrymakewell/status/1151837355629846528,http://craftbundles.net
2019-07-18 12:53:20+00:00,FreeDownload,"freedownload,papercrafts,Stickers",1151837355629846528,https://twitter.com/merrymakewell/status/1151837355629846528,http://shrsl.com/1pkii
2019-07-18 12:50:22+00:00,FreeDownload,"darkambient,FreeDownload,SounndCloud,ambientmusic,electronicmusic,synth,NewRelease,horrormusic,DarkSideOfSynth",1151836611526758400,https://twitter.com/DarkSideOfSynth/status/1151836611526758400,https://soundcloud.com/dark-side-of-synth/underground-madness
2019-07-18 11:03:46+00:00,FreeDownload,"progressivehouse,podcast,itunes,FreeDownload",1151809781310660609,https://twitter.com/vetox_/status/1151809781310660609,https://podcasts.apple.com/ar/podcast/candyflip-music/id1292463683#episodeGuid=tag%3Asoundcloud%2C2010%3Atracks%2F652602581
2019-07-18 11:00:02+00:00,FreeDownload,"Natural,leafs,side,road,After,cleaning,road,Iphone,Android,Mobile,Wallpaper,FreeDownload",1151808845162983424,https://twitter.com/KhuntRenish/status/1151808845162983424,https://themobilewallpaper.com/leafs-on-the-side-road-after-cleaning-the-road-mobile-wallpaper
2019-07-18 10:56:07+00:00,FreeDownload,FreeDownload,1151807859262402560,https://twitter.com/doe_wiz/status/1151807859262402560,https://m.soundcloud.com/doe-wiz-tgdd/doe-wiz-featuring-jeff-leaks
2019-07-18 10:39:14+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,CNN,bbcnews",1151803610553917440,https://twitter.com/tmlim/status/1151803610553917440,http://bit.ly/RimeThangkas
2019-07-18 10:39:14+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku",1151803609195020288,https://twitter.com/tmlim/status/1151803609195020288,http://bit.ly/RimeThangkas
2019-07-18 10:39:13+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,CNN,bbcnews",1151803606632284162,https://twitter.com/tmlim/status/1151803606632284162,http://bit.ly/RimeThangkas
2019-07-18 10:39:13+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,sitatapatra",1151803604434477056,https://twitter.com/tmlim/status/1151803604434477056,http://bit.ly/RimeThangkas
2019-07-18 10:29:37+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,CNN",1151801190797041664,https://twitter.com/tmlim/status/1151801190797041664,http://bit.ly/RimeThangkas
2019-07-18 10:20:06+00:00,FreeDownload,"DigitalMarketing,contentmarketing,FreeDownload",1151798792229916673,https://twitter.com/Agency51UK/status/1151798792229916673,https://buff.ly/2XYcrhQ
2019-07-18 10:19:54+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku",1151798742502109185,https://twitter.com/tmlim/status/1151798742502109185,http://bit.ly/RimeThangkas
2019-07-18 10:18:56+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,CNN,bbcnews",1151798500469772288,https://twitter.com/tmlim/status/1151798500469772288,http://bit.ly/RimeThangkas
2019-07-18 10:08:44+00:00,FreeDownload,"FreeDownload,download,tibetanart,Spirituality,Buddha,art,photography,PhotoOfTheDay,India,China,Beijing,Nepal,Kathmandu,FreeTibet,rangzen,Tibet,Tibetans,DorjeShugden,DalaiLama,Lhasa,PanchenLama,tsemtulku,cnn,bbcnews",1151795931693510658,https://twitter.com/tmlim/status/1151795931693510658,http://bit.ly/RimeThangkas
2019-07-18 10:04:56+00:00,FreeDownload,FreeDownload,1151794975870529536,https://twitter.com/Est1987Music/status/1151794975870529536,https://goo.gl/ZBih24
2019-07-18 09:21:13+00:00,FreeDownload,FreeDownload,1151783976773783552,https://twitter.com/korenpublishers/status/1151783976773783552,https://mailchi.mp/korenpub.com/subscribe-three-weeks-download
