layer,category,indomain,image_name,decode_url,image_urls
1,3,0,a943d15e4a2618c4fadcb930dcf16238b0f35acc.jpg,https://cars.tvbs.com.tw/,https://cc.tvbs.com.tw/img/program/upload/2022/06/27/20220627095652-44dc7fbe.jpg
1,3,0,83d9e5309de020ee1abbfde2a160d0becdf47a60.jpg,https://bit.ly/3A4UK6U,https://cc.tvbs.com.tw/portal/uploads/PortalVision/e1e2d5d3f99aa04fe9e431bb689da8d3.jpg
1,3,0,e50f298d061a8c55763495f0a8e3c47795663da4.jpg,https://bit.ly/3uYH8Vx,https://cc.tvbs.com.tw/portal/uploads/PortalVision/9115db1e942079e1e7c77f06aea09b39.jpg
1,3,0,d81d0492fab62c9ed6115618f8daee370103bae3.jpg,847371,https://cc.tvbs.com.tw/2017program/cars/images/uploads/2022/07/06170257/220706-%E6%A5%8A%E7%B9%A1%E6%83%A0%E8%88%87%E6%96%B0E-Class.jpg
1,3,0,663072e6babbab468a437648898d4bb510c63abb.jpg,422662,https://cc.tvbs.com.tw/2017program/cars/images/uploads/2022/07/06180106/220706_Flooding_%E9%A6%96%E5%9C%96.jpg
1,3,1,f9190cdc96918bb2d04e5308e75e2a9c9ed2324f.jpg,https://play.google.com/store/apps/details?id=tw.gov.invoice,https://invoice.etax.nat.gov.tw/android.jpg
1,3,1,70e180208ddf1e95fea8ef1fb617f4712ec95b32.jpg,https://itunes.apple.com/us/app/%E7%B5%B1%E4%B8%80%E7%99%BC%E7%A5%A8%E5%85%8C%E7%8D%8E/id1445981329?l=zh&ls=1&mt=8,https://invoice.etax.nat.gov.tw/ios.jpg
1,3,1,483f82e8b65d09f3df598ae3c680d5d8b7e517c7.jpg,http://invoice.etax.nat.gov.tw/,https://invoice.etax.nat.gov.tw/etw.jpg
1,3,1,08a9d31fd9a1b66b590e622f7c9af5b50b38187c.jpg,https://www.fisc.com.tw/TC/News/Content?CAID=8c3e35f6-30d4-4a87-9c16-da80241c1be1&CTID=55dcf966-0ed1-4d29-af35-ad72b69a7729,https://invoice.etax.nat.gov.tw/etwweb.jpg
1,3,1,aeff0bd833f8b679bfd55e6bdcb41ec656ef54ce.png,http://onelink.to/nrqcc9,https://service.ltn.com.tw/assets/images/app_qr.png
1,3,1,0e0028fe28838e3a3c5a48a43067a944c4887e83.png,https://www.taiwanlottery.com.tw/QRCode.html,https://www.taiwanlottery.com.tw/images/qrcode.png
1,3,0,737e23b7d88e7d5bba6c367d35922b3e4b673aff.png,http://hyperurl.co/ede3y4,https://static.tumblr.com/v8uyhuf/tqAphhx2c/yahoo______app______qr_code.png
1,3,0,539cf57f940b82df97c423f35f7e4f76ddd4f3e9.png,http://yahoomode.tumblr.com/redirectNews,https://static.tumblr.com/v8uyhuf/N83p8swdn/tumblr_nni9wp6ofb1usk7ouo1_250.png
1,3,0,278f410e2a8bea3c21af3c9635a3d744782efe7d.png,http://yahoomode.tumblr.com/redirectStock,https://static.tumblr.com/v8uyhuf/t0zp8swng/tumblr_nni9z1rlz61usk7ouo1_250.png
1,3,0,9520aa7adfebd532df3c89e77e611d8194155cd4.png,https://yahoomode.tumblr.com/redirectAuction,https://static.tumblr.com/v8uyhuf/K8zp8xdnm/auction_dl.png
1,3,0,ef47d01d2446c23cad7af21a0d048d28644234b9.png,http://yahoomode.tumblr.com/redirectStore,https://static.tumblr.com/v8uyhuf/j3np8t9ff/tumblr_nni9xdwspr1usk7ouo1_250.png
1,3,0,ea8049acfaad86d458ac8111baa0085465b5dc73.png,https://yahoomode.tumblr.com/redirectShopping,https://static.tumblr.com/v8uyhuf/S9dp8sx3u/qr-buy.png
1,3,0,77e5860be8f352a47e75fc2a187078529fb5cf0f.png,http://hyperurl.co/tavfjl,https://static.tumblr.com/v8uyhuf/bWdpzrude/ymail-qrcode170.png
1,3,0,8da9d0ba957ef51d9e1262e98409291e657155df.png,http://smarturl.it/taiwanbustumblr,https://static.tumblr.com/v8uyhuf/G8Npt1nri/taiwanbus_tumblrintro.png
1,3,0,b50facdf888e667705eee8ca386b50496e2171e7.png,http://yahoomode.tumblr.com/redirectWeather,https://static.tumblr.com/v8uyhuf/SfMp8sxjp/qr-08-weather.png
1,3,0,4f9bd62425c0a081215f355cbfc61497f6ae3b20.png,http://yahoomode.tumblr.com/redirectSearch,https://static.tumblr.com/v8uyhuf/V6wp8sxkj/qr-09-search.png
1,3,0,a330d600d8abaa868e32c1db5850264d85b8814f.png,http://qr.w69b.com/g/obe4Haw6I,https://static.tumblr.com/v8uyhuf/TMlpt1nus/tp_qr.png
1,3,0,25a6399dc0331c89ff122c72de8a98978e0cc15e.png,http://qr.w69b.com/g/qxjer6XFC,https://static.tumblr.com/v8uyhuf/7Drpt1ntc/tc_qr.png
1,3,1,66d85d2865ac501e818fb3a4ffc45860861825a4.jpg,	https://bit.ly/37U1etf,https://news.campaign.yahoo.com.tw/2022-election/images/social_APP.jpg
1,3,1,9a0614b95a98da594653c79b3b2dbd50ffe826fd.jpg,https://maac.io/1GyHb,https://news.campaign.yahoo.com.tw/2022-election/images/social_LINE.jpg
1,3,1,ab94ac3e6d561153405726f2e64e20047c9ce8b9.gif,http://m.udn.com,https://paper.udn.com/images/qr_mobilefree.gif
1,3,0,5cb2512a6bc25d44e42f533ec2d3fbad4d7d69a7.jpg,0089505010097,https://images.squarespace-cdn.com/content/v1/548dd739e4b09fadb605b46c/1617042970351-17D6CL3RMT9Q64W2HDSA/COVER.jpg
1,3,0,008c62562f577707fc46a6c5fb049a0871e24cb9.jpg,0089505000081,https://images.squarespace-cdn.com/content/v1/548dd739e4b09fadb605b46c/1611153973173-IRXQMFX8WR49T54Y280D/COVER.jpg
1,3,0,2007d7384fe31693f5f6151bcfc2d3af0065a854.png,http://opn.to/a/Yrp2z,https://s.yimg.com/zp/ActivityImages/C158EB5312-138713.png
1,3,0,064e3106a48a6106fbc1e2725ce97c1f67217356.png,https://lihi1.com/apvTB,https://img.edh.tw/zz/csm/202205/4c186afde80000079b75.png
1,3,1,dbb7f4ad4aafeba6055e09501eb29d0eb69b2b35.png,https://itunes.apple.com/tw/app/id370132213?l=zh&mt=8,http://mobile.udn.com/img/qrcode/qr_udnnews_iOS.png
1,3,1,36fa539e7835b94b0ab1a4b8cd6fb6e0f76b922e.png,https://play.google.com/store/apps/details?id=com.udn.news,http://mobile.udn.com/img/qrcode/qr_udnnews_Android.png
1,3,1,08522b484713f50a79835d0259ed5f85743d0b40.png,https://line.me/R/ti/p/@ltnnews?from=page,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAPoAAAD6AQAAAACgl2eQAAACOklEQVR4Xu2YPY7CMBCFB6VwyRF8k3CxSImUi4Wb+AiULiJm3xvDLokQLU+rTGER8xX26M2fzT/bYvudnR1AswNodgDN/hNgsJyut8H8bkNO9/PKrVEKSO5rNjtP+Lp1npbzmvFLDFhw9nq5jSWoAOykCGDHLF1xH+ciCvTW0emT1f79Lb4MND1ApdCrF6BDfieYrwK/kfW3bCNLAQir9G0sEMWvCQF3xjviyQAwR9lIf49SQOLCnVLtPOMTVFUD6gXxBBXg7Cf34gT4qQZ4QdCDukOsTKncpgkBPQvlyUMPHXik1E34KwAoRHOBb42Jnq4m+qoHBaC1HD1yKJy+UhlIpK96UAAiM4VeI+iNemAOkAKcx65I7wUVFHmfl0Ii4D9CAKqlV1YhlPSOOWDN6VW0CkB0SNEQw8sWC00LQIc5l3ryKWMDUri2q9CEAAoAKh2YQwe2cYOxYZICkEjpb0Y+/Y1ENe3CXwCAAAaGErIpvrjsJjUNgOvC5oPzT/Ry28gSABhUKJk+k5pyVHinfKUAfBT8FyjsQj1sbiEAwK3GHGWtA4Grp2evpAO0boNBlehqlPldtlcAUNIt+yOeMJ3zUik8LwSEQQUzuzpnhR93kSUA8OjZoy+KrpOPCUEpAcnj9YUOdgRVzD+PwVcI4LHRK3EIggpivmCTrAdg4fzj6EV665oo5AA+tll7MyAa/pYCqIfnBfiUyTmdfygBLbKuDH9mKzTx3XYIUgA+2AE0O4BmB9DsAJotP6skEafyWg8CAAAAAElFTkSuQmCC"
1,3,0,5d9f39c0632b4d4d159f831e9cba36e36bfc9159,https://taxreserve.ntbna.gov.tw/?fbclid=IwAR0Nhy9T3EeXMLGe00jL7XQxEnz1FuBo78JIGzHQZ4A4Ycr1xAeCJgkfdlo,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/content_topic/2022/04/28/46092.jpg&w=900&exp=3600
1,3,0,64f979ed1d2f434ad80ee6a087616955e103efa1,https://vaccine.mid.com.tw/,https://s.yimg.com/lo/api/res/1.2/XeY6sFuvb1PHGoztuQe.TQ--~A/YXBwaWQ9dHdhYnVuZXdzO3c9NTU5O2ZpPXVsY3JvcDtweG9mZj01MDtweW9mZj0xO2N3PTEwMjQ7Y2g9MTAyNDtjcj0x/https://s.yimg.com/uu/api/res/1.2/3_fgcSTk3yEQLShTEQ1.6w--~B/aD0xMDI0O3c9MTAyNDthcHBpZD15dGFjaHlvbg--/https://media.zenfs.com/ko/cdns.com.tw/1689702127116e5a86d9028e164c9d7f
1,3,0,417e87069655312577b39d7c3ef64b03d6bd4d99,https://lai.oen.tw/,https://pgw.udn.com.tw/gw/photo.php?u=https://uc.udn.com.tw/photo/2022/06/25/realtime/17800135.jpg&x=0&y=0&sw=0&sh=0&sl=W&fw=800&exp=3600&w=930
