Datetime,Tag,Tweet_id,image_name,image_urls,decode_url
2022-06-03 07:36:02+00:00,#epay,1532627150570139648,FUT8OFeaQAAWaKL,https://pbs.twimg.com/media/FUT8OFeaQAAWaKL?format=png&name=large,e-wallet
2022-04-19 08:14:47+00:00,#epay,1516329448324444160,FQsVmP-XEAMPo6v,https://pbs.twimg.com/media/FQsVmP-XEAMPo6v?format=jpg&name=large,763546
2022-01-04 06:24:51+00:00,#epay,1478251058791071744,FIPNEpoXsAAfNeL,https://pbs.twimg.com/media/FIPNEpoXsAAfNeL?format=jpg&name=large,https://psca.gop.pk/
2021-11-08 04:00:00+00:00,#epay,1457558496262590464,FCZhU3HVEAIEqBe,https://pbs.twimg.com/media/FCZhU3HVEAIEqBe?format=jpg&name=large,https://www.facebook.com/TEKUNMartOfficial/
2021-10-12 04:00:00+00:00,#epay,1447774025606967301,FBWSYRcUUAU3eak,https://pbs.twimg.com/media/FBWSYRcUUAU3eak?format=jpg&name=large,https://www.facebook.com/TEKUNMartOfficial/
2021-07-30 06:35:05+00:00,#epay,1420996351270195200,E7hkhfcWYAQpXSI,https://pbs.twimg.com/media/E7hkhfcWYAQpXSI?format=jpg&name=large,https://psca.gop.pk/
2021-06-29 04:00:00+00:00,#epay,1409723299475689481,E4je6LcVoAIe7Sm,https://pbs.twimg.com/media/E4je6LcVoAIe7Sm?format=jpg&name=large,https://www.facebook.com/TEKUNMartOfficial/
2021-06-22 04:00:01+00:00,#epay,1407186586052136963,E35HzU7VcAQfaOa,https://pbs.twimg.com/media/E35HzU7VcAQfaOa?format=jpg&name=large,https://www.facebook.com/TEKUNMartOfficial/
2021-06-08 04:00:00+00:00,#epay,1402113153958178817,E3Oqda1VEAIJgux,https://pbs.twimg.com/media/E3Oqda1VEAIJgux?format=jpg&name=large,https://www.facebook.com/TEKUNMartOfficial/
2021-06-06 20:33:38+00:00,#epay,1401638434624602112,E3OeuSeUcAcye2T,https://pbs.twimg.com/media/E3OeuSeUcAcye2T?format=jpg&name=large,https://play.google.com/store/apps/details?id=com.incrediwebs.epay
2020-07-06 16:26:14+00:00,#epay,1280176237026119683,EcQZfRKXQAIZ0oO,https://pbs.twimg.com/media/EcQZfRKXQAIZ0oO?format=jpg&name=large,https://play.google.com/store/apps/details?id=com.pitb.ePayGateway&hl=en
2020-07-06 16:26:14+00:00,#epay,1280176237026119683,EcQZfRKXQAIZ0oO,https://pbs.twimg.com/media/EcQZfRKXQAIZ0oO?format=jpg&name=large,https://apps.apple.com/tt/app/epay-punjab/id1465068821
2020-06-19 10:52:58+00:00,#epay,1273931777325875206,Ea3qMdRX0AA0jt2,https://pbs.twimg.com/media/Ea3qMdRX0AA0jt2?format=jpg&name=large,https://play.google.com/store/apps/details?id=com.pitb.et.prod
2020-05-12 05:32:29+00:00,#epay,1260080383594426368,EXy0avXUwAA_sM_,https://pbs.twimg.com/media/EXy0avXUwAA_sM_?format=jpg&name=large,00020101021126610014COM.GO-JEK.WWW01189360091434977467910210G4977467910303URE51440014ID.CO.QRIS.WWW0215ID20200182437960303URE5204839853033605802ID5924Lembaga Amil Zakat Infaq6013JAKARTA PUSAT61051043062070703A3363040E03
2019-10-04 01:51:26+00:00,#epay,1179937036280745986,EF_6c1FWoAETTE8,https://pbs.twimg.com/media/EF_6c1FWoAETTE8?format=jpg&name=large,https://qrs.ly/rqaj6ob
2019-10-04 01:51:26+00:00,#epay,1179937036280745986,EF_6c1FWoAETTE8,https://pbs.twimg.com/media/EF_6c1FWoAETTE8?format=jpg&name=large,https://qrs.ly/6gaj6oq
2019-07-06 21:43:09+00:00,#epay,1147622036166107136,D-0sKBrW4AEyXcP,https://pbs.twimg.com/media/D-0sKBrW4AEyXcP?format=jpg&name=large,electra:EMzBf2pi7wdDiSzMye4KyS5do6ZQjkm19Q?amount=602657.39&label=6631&message=ElectrPay+-+Dima+Wiebe+6631
2019-01-16 06:53:46+00:00,#epay,1085429888486563840,DxA4p0lVAAAHj6w,https://pbs.twimg.com/media/DxA4p0lVAAAHj6w?format=jpg&name=large,https://www.hotbit.io/
2018-12-28 05:31:34+00:00,#epay,1078523832502169601,DvevtK7U8AYUu9e,https://pbs.twimg.com/media/DvevtK7U8AYUu9e?format=jpg&name=large,http://www.yugeya-jazz.com
2018-08-14 13:14:53+00:00,#epay,1029355682477174785,DkkBZRoUUAAXmq5,https://pbs.twimg.com/media/DkkBZRoUUAAXmq5?format=jpg&name=large,http://ecourts.gov.in/ecourts_home/
