Datetime,Tag,Tweet_id,image_name,image_urls,decode_url
2022-08-02 13:42:31+00:00,#mining,1554462654005116929,FZKPi3JWAAEDXNP,https://pbs.twimg.com/media/FZKPi3JWAAEDXNP?format=jpg&name=large,https://qrco.de/bd81Sn
2022-08-02 12:54:57+00:00,#mining,1554450681959829510,FZJ1OC-X0AA8Yd0,https://pbs.twimg.com/media/FZJ1OC-X0AA8Yd0?format=jpg&name=large,https://qrco.de/bd81Sn
2022-08-02 11:39:48+00:00,#mining,1554431768605954048,FZJzdGPX0AEYq-Q,https://pbs.twimg.com/media/FZJzdGPX0AEYq-Q?format=jpg&name=large,https://qrco.de/bd81Sn
2022-08-02 11:03:29+00:00,#mining,1554422628848472064,FZJrJH7WYAAzq3B,https://pbs.twimg.com/media/FZJrJH7WYAAzq3B?format=jpg&name=large,https://qrco.de/bd81Sn
2022-08-02 10:47:39+00:00,#mining,1554418644079509504,FZJnf9zakAARviW,https://pbs.twimg.com/media/FZJnf9zakAARviW?format=jpg&name=large,https://u.wechat.com/MDtZVdYtf-nY4ORLsEWEEKo
2022-08-02 10:47:39+00:00,#mining,1554418644079509504,FZJnf9zakAARviW,https://pbs.twimg.com/media/FZJnf9zakAARviW?format=jpg&name=large,https://wa.me/qr/KKBVI6WHYQXTM1
2022-08-02 10:45:19+00:00,#mining,1554418058021961728,FZJm9-8agAEdpkk,https://pbs.twimg.com/media/FZJm9-8agAEdpkk?format=jpg&name=large,https://u.wechat.com/MDtZVdYtf-nY4ORLsEWEEKo
2022-08-02 10:45:19+00:00,#mining,1554418058021961728,FZJm9-8agAEdpkk,https://pbs.twimg.com/media/FZJm9-8agAEdpkk?format=jpg&name=large,https://wa.me/qr/KKBVI6WHYQXTM1
2022-08-02 04:08:58+00:00,#mining,1554318311713918976,FZIMRIIWIAEiQc1,https://pbs.twimg.com/media/FZIMRIIWIAEiQc1?format=jpg&name=large,https://www.btcs.love/invite/3mkxi
2022-08-01 14:29:47+00:00,#mining,1554112159181078529,FZFPlLYagAAAnnO,https://pbs.twimg.com/media/FZFPlLYagAAAnnO?format=jpg&name=large,http://www.vedantaspark.com
