category,indomain,layer,urls
7,1,1,https://www.playstation.com/zh-hant-tw/ps5/
7,1,1,https://www.playstation.com/zh-hant-tw/ps5/games/
7,1,1,https://www.playstation.com/zh-hant-tw/ps5/accessories/
7,1,1,https://www.playstation.com/zh-hant-tw/ps5/ps5-features/
7,1,1,https://www.playstation.com/zh-hant-tw/ps5/ps5-entertainment/
7,0,1,https://www.youtube.com/watch?v=VHtYO1uJlXo
7,0,1,https://www.youtube.com/watch?v=_NX8F9FBvg0
7,0,1,https://www.youtube.com/watch?v=n-czhxwBx2E
7,0,1,https://www.youtube.com/watch?v=Os4pKSIfGVU
7,0,1,https://www.youtube.com/watch?v=1uoesHP-jjo
7,0,1,https://playstation.com/camera-adaptor
7,0,1,https://nam12.safelinks.protection.outlook.com/?url=http%3A%2F%2Fwww.playstation.com%2Flegal%2Fps-plus-usage-terms&data=04%7C01%7Czack.dolin%40akqa.com%7C0671032c699a4d815e6908d9672eefa7%7Ce8ef928ea3d740e393c6593dda78b935%7C0%7C0%7C637654273606554085%7CUnknown%7CTWFpbGZsb3d8eyJWIjoiMC4wLjAwMDAiLCJQIjoiV2luMzIiLCJBTiI6Ik1haWwiLCJXVCI6Mn0%3D%7C1000&sdata=8ieiYlytCuzdOd355DE%2FyUpXKJ0qKZF%2FayhDxKOW1Zs%3D&reserved=0
7,1,1,https://tw.beanfun.com/
7,1,1,https://tw.beanfun.com/game_zone/
7,1,1,https://tw.beanfun.com/sitemap.html
7,0,1,https://tw.hicdn.beanfun.com/beanfun/beanfunApp/new_beanfun_faq_v2/index.html
7,1,1,https://tw.beanfun.com/customerservice/www/main.aspx
7,1,1,https://www.playstation.com/zh-hant-tw/ps-plus/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/psn-terms-of-service/
7,1,1,https://www.playstation.com/country-selector/
7,0,1,https://www.sony.com.tw/zh
7,1,1,https://www.playstation.com/zh-hant-tw/support/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/privacy-policy/
7,1,1,https://tw.beanfun.com/locales/TW/contents/privacy_policy.aspx
7,1,1,https://tw.beanfun.com/locales/TW/contents/terms_of_service.aspx
7,0,1,https://gamaniagroup.com/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/website-terms-of-use/
7,1,1,https://www.playstation.com/zh-hant-tw/corporate/playstation-studios/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/
7,1,1,https://www.playstation.com/zh-hant-tw/corporate/about-us/
7,1,1,https://www.playstation.com/zh-hant-tw/corporate/playstation-and-the-environment/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/playstation-store-cancellation-policy/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/health-warning/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/ratings/
7,1,1,https://www.playstation.com/zh-hant-tw/corporate/playstation-careers/
7,1,1,https://www.playstation.com/zh-hant-tw/legal/copyright-and-trademark-notice/
7,1,1,https://hackmd.io/
7,1,1,https://hackmd.io/settings/forgotPassword
7,1,1,https://hackmd.io/s/terms
7,1,1,https://hackmd.io/auth/facebook
7,1,1,https://hackmd.io/auth/twitter
7,0,1,https://partners.playstation.net/
7,1,1,https://www.playstation.com/zh-hant-tw/site-map/
7,0,1,https://zh-tw.facebook.com/PlayStationTaiwan
7,0,1,https://www.instagram.com/playstationtaiwan/
7,0,1,http://www.youtube.com/user/PlayStationTaiwan
7,0,1,https://line.me/R/ti/p/%40playstation_taiwan
7,1,1,https://hackmd.io/auth/github
7,1,1,https://hackmd.io/auth/dropbox
7,1,1,https://hackmd.io/auth/google
7,1,1,https://hackmd.io/join
7,1,1,https://www.playstation.com/
7,1,1,https://asia.sega.com/enquete/#tw
7,0,1,https://manual.sega.jp/kimetsu_hinokami/switch/ct/
7,0,1,https://manual.sega.jp/kimetsu_hinokami/switch/cs/
7,0,1,https://ec.nintendo.com/HK/zh/titles/70010000048561
7,0,1,https://www.youtube.com/watch?v=WBPJnDkoXn4
7,0,1,https://www.youtube.com/watch?v=GyhFvcc9tqk
7,0,1,https://www.youtube.com/watch?v=R4wp88dJOjI
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC4THTIER30
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC2NDTIER05
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC5THTIER50
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC1STTIER01
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC6THTIER60
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4VC3RDTIER15
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4ADVENTURER0
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS4BLESSTIER05
7,0,1,https://store.playstation.com/zh-hant-tw/product/EP6261-PPSA02584_00-YSPS5PSNPLUSBD27
7,0,1,https://account.mihoyo.com/#/about/privacyInGame?lang=en
7,1,1,https://www.nintendo.tw/software/switch/index.html
7,1,1,https://www.nintendo.tw/index.html
7,0,1,https://store-jp.nintendo.com/list/software/70010000049930.html
7,1,1,https://www.i-gamer.net/reg.asp?register=new
7,1,1,https://www.i-gamer.net/reg.asp?register=login
7,1,1,https://www.i-gamer.net/web/?ch=new
7,1,1,https://www.i-gamer.net/mobile/
7,1,1,https://www.i-gamer.net/webgame
7,1,1,https://www.i-gamer.net/
7,1,1,https://www.i-gamer.net/site/1211.html
7,1,1,https://www.i-gamer.net/play/1211.html
7,1,1,https://www.i-gamer.net/site/9959.html
7,1,1,https://www.i-gamer.net/play/9959.html
7,1,1,https://www.i-gamer.net/site/1123.html
7,1,1,https://www.i-gamer.net/play/1123.html
7,1,1,https://www.i-gamer.net/site/10667.html
7,1,1,https://www.i-gamer.net/play/10667.html
7,1,1,https://www.i-gamer.net/site/6443.html
7,1,1,https://www.i-gamer.net/play/6443.html
7,1,1,https://www.i-gamer.net/site/8837.html
7,1,1,https://www.i-gamer.net/play/8837.html
7,1,1,https://www.i-gamer.net/site/4018.html
7,1,1,https://www.i-gamer.net/play/4018.html
7,1,1,https://www.i-gamer.net/site/2003.html
7,1,1,https://www.i-gamer.net/play/2003.html
7,1,1,https://www.i-gamer.net/site/668.html
7,1,1,https://www.i-gamer.net/play/668.html
7,1,1,https://www.i-gamer.net/site/19253.html
7,1,1,https://www.i-gamer.net/play/19253.html
7,1,1,https://www.i-gamer.net/site/19118.html
7,1,1,https://www.i-gamer.net/play/19118.html
7,1,1,https://www.i-gamer.net/site/15739.html
