category,indomain,layer,urls
5,1,1,https://www.litv.tv/
5,1,1,https://www.litv.tv/channel/watch.do
5,1,1,https://www.litv.tv/vod/movie/
5,1,1,https://www.litv.tv/vod/comic/
5,1,1,https://www.litv.tv/vod/kids/
5,1,1,https://www.litv.tv/vod/drama/
5,1,1,https://www.litv.tv/vod/show/
5,1,1,https://www.litv.tv/vod/blessedlife/
5,1,1,https://www.litv.tv/vod/free_movie/content.do
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=169
5,1,1,https://www.litv.tv/promo/multiscreen/index.html#downloadapp
5,1,1,https://www.litv.tv/promo/deluxe2390/index.html
5,1,1,https://www.litv.tv/purchase/
5,1,1,https://www.litv.tv/promo/service_intro/
5,1,1,https://www.litv.tv/promo/multiscreen/#tvstb
5,1,1,https://www.litv.tv/promo/freechannel/
5,1,1,https://www.litv.tv/channel/introduction.do?tab=News%20%26%20Finance
5,1,1,https://www.litv.tv/channel/list.do
5,1,1,https://www.litv.tv/channel/watch.do?bsm_package_category=VOD-CHANNEL
5,1,1,https://www.litv.tv/vod/movie/advanced_filter.do
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=124
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=123
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=312
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=692
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=550
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=552
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=579
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=391
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=697
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=189
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=265
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=217
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=694
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=127
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=443
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=296
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=392
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=164
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=586
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=557
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=529
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=302
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=339
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=778
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=786
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=126
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=130
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=76
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=47
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=538
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=501
5,1,1,https://www.litv.tv/vod/movie/list.do?category_id=718
