category,indomain,layer,urls
2,1,1,https://www.spotify.com/tw/
2,1,1,https://www.spotify.com/tw/signup?forward_url=https%3A%2F%2Fwww.spotify.com%2Ftw%2Fdownload%2F
2,1,1,https://www.spotify.com/tw/about-us/contact/
2,0,1,https://www.lifeatspotify.com/
2,0,1,https://newsroom.spotify.com/
2,0,1,https://artists.spotify.com/
2,0,1,https://developer.spotify.com/
2,0,1,https://ads.spotify.com/
2,0,1,https://investors.spotify.com/
2,0,1,https://spotifyforvendors.com/
2,0,1,https://support.spotify.com/
2,0,1,https://open.spotify.com/
2,1,1,https://www.spotify.com/tw/free/
2,0,1,https://instagram.com/spotify
2,0,1,https://twitter.com/spotify
2,0,1,https://www.facebook.com/Spotify
2,1,1,https://www.spotify.com/tw/select-your-country-region/
2,1,1,https://www.spotify.com/tw/legal/
2,1,1,https://www.spotify.com/tw/privacy/
2,1,1,https://www.spotify.com/tw/legal/privacy-policy/
2,1,1,https://www.spotify.com/tw/legal/cookies-policy/
2,1,1,https://www.spotify.com/tw/legal/privacy-policy/#s3
2,1,1,https://www.youtube.com/
2,1,1,https://www.youtube.com/about/
2,1,1,https://www.youtube.com/about/press/
2,1,1,https://www.youtube.com/about/copyright/
2,1,1,https://www.youtube.com/t/contact_us/
2,1,1,https://www.youtube.com/creators/
2,1,1,https://www.youtube.com/ads/
2,0,1,https://developers.google.com/youtube
2,1,1,https://www.youtube.com/t/terms
2,1,1,https://www.youtube.com/t/privacy
2,1,1,https://www.youtube.com/about/policies/
2,1,1,https://www.youtube.com/howyoutubeworks?utm_campaign=ytgen&utm_source=ythp&utm_medium=LeftNav&utm_content=txt&u=https%3A%2F%2Fwww.youtube.com%2Fhowyoutubeworks%3Futm_source%3Dythp%26utm_medium%3DLeftNav%26utm_campaign%3Dytgen
2,1,1,https://www.youtube.com/new
2,0,1,https://www.apple.com/tw/
2,0,1,https://www.apple.com/tw/shop/goto/bag
2,1,1,https://support.apple.com/kb/index?page=search&locale=zh_TW
2,0,1,https://www.apple.com/tw/shop
2,0,1,https://www.apple.com/tw/mac/
2,0,1,https://www.apple.com/tw/ipad/
2,0,1,https://www.apple.com/tw/iphone/
2,0,1,https://www.apple.com/tw/watch/
2,0,1,https://www.apple.com/tw/airpods/
2,0,1,https://www.apple.com/tw/tv-home/
2,0,1,https://www.apple.com/tw/services/
2,0,1,https://www.apple.com/tw/shop/goto/buy_accessories
2,1,1,https://support.apple.com/zh-tw/
2,1,1,https://support.apple.com/zh-tw/billing
2,1,1,https://support.apple.com/zh-tw/music
2,1,1,https://support.apple.com/zh-tw/HT210384
2,0,1,https://discussions.apple.com/community/itunes
2,0,1,https://getsupport.apple.com/?caller=psp&SG=SG005
2,1,1,https://support.apple.com/zh-tw/iphone
2,1,1,https://support.apple.com/zh-tw/mac
2,1,1,https://support.apple.com/zh-tw/ipad
2,1,1,https://support.apple.com/zh-tw/watch
2,1,1,https://support.apple.com/zh-tw/airpods
2,1,1,https://support.apple.com/zh-tw/tv
2,1,1,https://support.apple.com/zh-tw/sitemap
2,0,1,https://www.apple.com/tw/support/products/
2,0,1,https://www.apple.com/tw/legal/warranty/
2,0,1,https://www.apple.com/tw/legal/sla/
2,1,1,https://support.apple.com/zh-tw/complimentary
2,1,1,https://support.apple.com/zh-tw/my-support
2,1,1,https://support.apple.com/zh_TW/downloads
2,1,1,https://support.apple.com/zh_TW/manuals
2,1,1,https://support.apple.com/zh_TW/specs
2,1,1,https://support.apple.com/zh-tw/accessibility
2,1,1,https://support.apple.com/zh-tw/contact
2,1,1,https://support.apple.com/zh-tw/HT201232
2,0,1,https://apps.apple.com/tw/app/apple-support/id1130498044?pt=2003&ct=support.footer&mt=8&l=zh
2,0,1,https://discussionschinese.apple.com
2,1,1,https://support.apple.com/choose-country-region
2,0,1,https://www.apple.com/legal/privacy/tzh/
2,0,1,https://www.apple.com/tw/legal/terms/site.html
2,0,1,https://www.apple.com/tw/shop/goto/help/sales_refunds
2,0,1,https://www.apple.com/tw/sitemap/
2,1,1,https://support.google.com/?tab=uu
2,1,1,https://support.google.com/youtube
2,0,1,https://www.google.com.tw/intl/zh-TW/about/products?tab=uh
2,0,1,https://accounts.google.com/ServiceLogin?hl=zh-Hant&passive=true&continue=http://support.google.com/youtube/answer/7636475%3Fhl%3Dzh-Hant%26ref_topic%3D7293946&ec=GAZAdQ
2,1,1,https://support.google.com/
2,1,1,https://support.google.com/youtube/?hl=zh-Hant
2,1,1,"https://support.google.com/youtube/topic/9257498?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257500?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257107?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/10314939?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257430?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257610?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257986?hl=zh-Hant&ref_topic=3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/6151248?hl=zh-Hant&ref_topic=3230811,3256124,"
2,0,1,https://www.google.com/intl/zh-Hant/privacy.html
2,0,1,http://youtube.com/t/terms
2,1,1,https://support.google.com/youtube/announcements/11828969
2,1,1,https://support.google.com/youtube/community
2,1,1,"https://support.google.com/youtube/topic/9257404?hl=zh-Hant&ref_topic=9257498,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/3024171?hl=zh-Hant&ref_topic=9257498,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/2888603?hl=zh-Hant&ref_topic=9257498,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257117?hl=zh-Hant&ref_topic=9257498,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9153641?hl=zh-Hant&ref_topic=9257498,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257408?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257502?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257096?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257418?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257423?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257404?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257105?hl=zh-Hant&ref_topic=9257500,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9267757?hl=zh-Hant&ref_topic=9257107,3230811,3256124,"
2,1,1,"https://support.google.com/youtube/topic/9257108?hl=zh-Hant&ref_topic=9257107,3230811,3256124,"
